category,maker,year,registrations
3W,HYKON INDIA LTD,2015,0
3W,HYUNDAI MOTOR INDIA LTD,2015,0
LMV,HYUNDAI MOTOR INDIA LTD,2015,0
LMV,"HYUNDAI MOTORS LTD, SOUTH KOREA",2015,0
3W,IDEAL JAWA INDIA PVT LTD,2015,0
3W,INDIA SAFE ENTERPRISE,2015,0
2W,INDIA YAMAHA MOTOR PVT LTD,2015,26
3W,INDIA YAMAHA MOTOR PVT LTD,2015,0
3W,INDIAN MOTORS,2015,0
3W,INDO FARM EQUIPMENT LIMITED,2015,0
2W,INDUS ELECTROTHERM INDIA LTD,2015,13
3W,INS AUTOMOBILES PVT LTD,2015,0
2W,INTERNATIONAL CARS & MOTORS LTD,2015,0
3W,INTERNATIONAL CARS & MOTORS LTD,2015,0
LMV,INTERNATIONAL TRACTORS LIMITED,2015,0
3W,INVVIGORS INDIA,2015,0
2W,IRA EDUTECH PVT LTD,2015,0
3W,ISUKII GREENS PVT LTD,2015,0
2W,ISUZU MOTOR INDIA PVT LTD,2015,1
2W,IVOOMI INNOVATION PVT LTD,2015,0
2W,IZANAU ELECTRIC LLP,2015,0
3W,J P AUTO TECH,2015,0
3W,J S AGRO INDUSTRIES,2015,0
3W,J S MOBILEON PVT LTD,2015,0
3W,J. S. AUTO (P) LTD,2015,0
3W,J.S.AUTO PVT LTD (KANPUR),2015,0
3W,JADE KOREA SPINE LIFE,2015,0
3W,JAGUAR LAND ROVER INDIA LIMITED,2015,0
LMV,JAGUAR LAND ROVER INDIA LIMITED,2015,0
LMV,JAI AMBE FABRICATION & ENGINEERING WORK,2015,1
LMV,JAI BHAVANI ENGINEERING  WORKS,2015,0
3W,JAI SRI RAM ELECTRIC VEHICLE MANUFACTURING PVT LTD,2015,0
3W,JAIDKA POWER SYSTEMS PVT LTD,2015,0
LMV,JAIDKA POWER SYSTEMS PVT LTD,2015,0
3W,JAIN POWER CORP,2015,0
LMV,JAIN POWER CORP,2015,0
3W,JAISIK BUSINESS LINKS PVT LTD,2015,0
3W,JAISWAL INDUSTRIES,2015,0
3W,JAJODIA COMMODITIES PVT LTD,2015,0
3W,JAL ENTERPRISES,2015,0
LMV,JANANI TRAILERS,2015,1
3W,JAY ACE TECHNOLOGIES LTD,2015,0
LMV,JAY AMBE AGRICULTURE,2015,0
3W,JAYA AUTOMOTIVES PVT LTD      ,2015,0
LMV,JAYANTI AGRO CENTRES,2015,1
3W,JAYATI TOOLS,2015,0
3W,JAYDEV ENTERPRISE,2015,0
LMV,JAYEM AUTOMOTIVES PVT LTD,2015,0
3W,JAYNA AUTOMOBILES LLP,2015,0
3W,JCB INDIA LTD,2015,0
LMV,JEEVA TRAILERS,2015,0
2W,JEEVAA E-BIKE MFG PVT LTD,2015,0
3W,JEMCO ENGINEERING PVT LTD,2015,0
3W,JESSUN TECHNO PVT LTD,2015,0
2W,JIANGSU AIMA (IMPORTER: FUTURE EV),2015,0
2W,JIANGSU AIMA (IMPORTER: QUANTUM ENERGY),2015,0
2W,JIANGSU DALONG (IMPORTER: ENGTIAN ELECTRIC),2015,0
2W,JIANGSU DALONG (IMPORTER: KINGCHE MOBILITY),2015,0
2W,JIANGSU DALONG (IMPORTER: RILOX EV PVT LTD),2015,0
2W,JIANGSU DALONG (IMPORTER: SABOO TOR),2015,0
2W,JIANGSU DALONG (IMPORTER:TYLOS ELECTRIC VEHICLES),2015,0
2W,JIANGSU DALONG JIANHAO (IMPORTER: GREEN INDIA),2015,0
2W,JIANGSU GUOWEI (IMPORTER: REVEAL ELECTRIC),2015,0
2W,JIANGSU GUOWEI (IMPORTER:ELECTRO-TECH),2015,0
3W,JIANGSU JINPENG (IMPORTER: KKL HITECH EV),2015,0
2W,JIANGSU SUNHOU (IMPORTER: SABOO TOR),2015,0
2W,JIANGSU XINRI (IMPORTER: NISIKI TECHNOLOGIES),2015,0
2W,JIANGSU XINRI E-VEHICLE(IMPORTER SWIFT CUR.TECH.),2015,0
2W,JIANGSU ZHEENAIDA (IMPORTER: KLB GLOBAL),2015,0
3W,JIJO ELECTRIC WHEELS PVT LTD,2015,0
3W,JINDAL ELECTRIC VEHICLES,2015,0
2W,JITENDRA NEW EV-TECH PVT. LTD,2015,0
3W,JITENDRA NEW EV-TECH PVT. LTD,2015,0
LMV,JITENDRA NEW EV-TECH PVT. LTD,2015,0
3W,JITENDRA TEMPO PARTS,2015,0
3W,JMT VEHICLES PVT LTD,2015,0
LMV,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),2015,0
3W,JOYRAM STEEL FABRICATION WORKS,2015,0
3W,JS MOBILEON PVT LTD,2015,0
3W,JSS ENGINEERING COMPANY,2015,0
2W,JUNENG MOTORCYCLE (IMPORTER: ADMS MARKETING),2015,0
2W,JUNENG MOTORCYCLE (IMPORTER: ISCOOT MOTERS),2015,0
2W,JUNENG MOTORCYCLE (IMPORTER: JHEV MOTORS PVT LTD),2015,0
2W,JUNENG MOTORCYCLE TECH. (IMPORTER: DELTA AUTOCORP),2015,0
LMV,JUNGHEINRICH AG AND CO,2015,0
3W,JUNO CASTINGS PVT LTD,2015,0
LMV,JUNO CASTINGS PVT LTD,2015,0
2W,K M MOTORS,2015,0
3W,K T ENTERPRISES,2015,0
3W,K. S. INDUSTRIES,2015,0
3W,K. V. INDUSTRIES,2015,0
2W,KABIRA MOBILITY LLP,2015,0
3W,KABMAX ELECTRIC AUTOMOBILES PVT. LTD,2015,0
3W,KADESEETLA AASHIRWAD GP INDUSTRIES PVT LTD,2015,0
2W,KAINING (HONGKONG) (IMPORTER: ENERGY AUTOMOBILE),2015,0
2W,KAINING (HONGKONG) (IMPORTER: ENIGMA AUTOMOBILES),2015,0
2W,KAINING (HONGKONG) (IMPORTER: TOXMO ELECTRIC),2015,0
2W,KAINING (HONGKONG) (IMPORTER: VOLTA EV PVT LTD),2015,0
2W,KAINING (HONGKONG) (IMPORTER:M/S IZANAU ELECTRIC),2015,0
3W,KAKKAR ELECTRIC AUTO PVT LTD,2015,0
3W,KALIKA VAHAN PVT LTD,2015,0
3W,KALINGA VENTURES IND P,2015,0
3W,KALINGA VENTURES INDIA PVT LTD,2015,0
LMV,KALINGA VENTURES INDIA PVT LTD,2015,0
3W,KALPVRIKSH ELECTOMOBILES CO,2015,0
3W,KAMAZ INDUSTRIES,2015,0
3W,KANHA ELECTRIC VEHICLES,2015,0
3W,KANIFA AUTOMOTIVE PVT LTD,2015,0
3W,KAPTECH INDIA PVT LTD,2015,0
3W,KARNATAKA SCOOTERS LTD,2015,0
3W,KARTAR AGRO ENGINEERS PVT LTD,2015,0
3W,KARTAR AGRO INDUSTRIES PVT LTD,2015,0
LMV,KARUMALAIAN AGRO INDUSTRY     ,2015,3
MMV,KARUMALAIAN AGRO INDUSTRY     ,2015,1
3W,KATYAYANI AUTOMOTIVE,2015,0
3W,KAYAMEL MACHINE PRIVATE LTD,2015,0
3W,KCAS ELECTRIC VEHICLES PVT LTD,2015,0
3W,KELVINATOR INDIA LTD          ,2015,0
3W,KERALA AUTOMOBILES LIMITED,2015,0
3W,KETO MOTORS PVT LTD,2015,0
LMV,KETO MOTORS PVT LTD,2015,0
3W,KETRON ELECTRIC VEHICLES PVT LTD,2015,0
3W,KGN,2015,0
3W,KGN INDUSTRIES,2015,0
LMV,KGN INDUSTRIES,2015,0
3W,KHALSA  AGRO INDUSTRIES,2015,0
3W,KHALSA E-VEHICLES PVT LTD,2015,0
3W,KHAN ENGINEERING WORKS,2015,0
3W,KHEMRAJ AUTOMOTIVE INDUSTRIES,2015,0
LMV,KIA INDIA PRIVATE LIMITED,2015,0
2W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2015,0
3W,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2015,0
LMV,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,2015,0
3W,KINETIC GREEN ENERGY P SOL LTD,2015,29
3W,KINETIC MOTOR COMPANY LIMITED,2015,3
LMV,KION INDIA PVT LTD,2015,2
MMV,KION INDIA PVT LTD,2015,0
3W,KIRAN AUTOMOBILE INDUSTRY,2015,0
3W,KIRTI SOLAR LTD,2015,0
LMV,KISAN AGRO INDUSTRIES,2015,2
2W,KLB KOMAKI PVT LTD,2015,0
3W,KLB KOMAKI PVT LTD,2015,0
LMV,KLB KOMAKI PVT LTD,2015,0
3W,KNIGHT QUEEN INDUSTRIES PV LTD,2015,8
3W,KNIGHT QUEEN INDUSTRIES PVT LTD,2015,0
3W,KPT INDUSTRIES LTD,2015,0
3W,KPT MOTORS,2015,0
3W,KRANTI AUTOMOBILES LIMITED,2015,0
3W,KRANTI AUTOMOBILES LTD,2015,0
3W,KRANTI INTERNATIONAL,2015,0
3W,KRISHI ENGINEERING WORKS,2015,0
3W,KRISHNA ENGINEERING,2015,0
3W,KRISHNA ENGINEERING WORKS,2015,0
LMV,KRISHNA ENGINEERING WORKS,2015,0
3W,KRISHNA INDUSTRIES,2015,0
3W,KRISHNA VEHICALS,2015,0
2W,KRT MOTORS PVT LTD,2015,1
LMV,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,2015,1
3W,KUKU AUTOMOTIVES,2015,39
LMV,KUKU AUTOMOTIVES,2015,0
3W,KUMAR ENGINEERING,2015,0
3W,KUMAR MOTORS PVT LTD,2015,0
3W,KUMARAN ENGINEERING ENTERPRISES,2015,0
2W,KYTE ENERGY PVT. LTD.,2015,0
3W,L & T CASE EQUIPMENT PVT LTD,2015,0
LMV,LAKSHMI AGRO INDUSTRIES,2015,6
3W,LAKSHMI AUTO TRADERS,2015,0
3W,LAKSHYA AUTO SALES CORPORATION,2015,0
3W,LAKSHYA MOTORS,2015,0
3W,LALA G E RICKSHAW AND SPARE PARTS,2015,0
3W,LAUNCHER MATERIAL HANDLING INDUSTRIES,2015,0
3W,LAWAT MOTORS,2015,0
3W,LAWAT MOTORS LLP,2015,0
LMV,LAWAT MOTORS LLP,2015,0
3W,LAXMI E-RICKSHAW COMPANY,2015,0
2W,LECTRIX EV PVT LTD,2015,0
3W,LECTRIX EV PVT LTD,2015,0
LMV,LECTRIX EV PVT LTD,2015,0
3W,LEOPAN MOTORS PRIVATE LIMITED,2015,0
2W,LI-IONS ELEKTRIK SOLUTIONS PVT LTD,2015,0
2W,LIMA VEHICLE GROUP(IMPORTER: ROUTE & MARS EV LLP),2015,0
3W,LIONIZE AUTOMOBILE PVT LTD,2015,0
LMV,LIUGONG INDIA PVT. LTD,2015,0
MMV,LIUGONG INDIA PVT. LTD,2015,0
2W,LML LIMITED,2015,0
3W,LML LIMITED,2015,0
LMV,LMV LTD,2015,2
3W,LOCAL TRAILER MANUFACTURER,2015,0
LMV,LOCAL TRAILER MANUFACTURER,2015,0
2W,LOG 9 MATERIALS SCIENTIFIC PVT LTD,2015,0
2W,LOHIA AUTO INDUSTRIES,2015,0
3W,LOHIA AUTO INDUSTRIES,2015,5
LMV,LOHIA AUTO INDUSTRIES,2015,0
3W,LOHIA AUTO INDUSTRIES LTD.,2015,0
3W,LORDS VEHICLE MFG PVT LTD,2015,0
3W,LOTEY AGRO INDUSTRY,2015,0
3W,LOTIA  MOTORS  LTD,2015,0
3W,LUCKY INDUSTRIES,2015,0
3W,M G INDUSTRIES,2015,0
LMV,M G INDUSTRIES,2015,0
3W,M K BROTHERS,2015,0
3W,M K ENTERPRISES,2015,0
LMV,M.G.P ENGINEERING WORKS,2015,0
3W,M.K. ENTERPRISES,2015,0
LMV,M.K. ENTERPRISES,2015,0
3W,M/S CHAMPION POLY PLAST,2015,877
LMV,M/S CHAMPION POLY PLAST,2015,0
3W,M/S HOVEL CYLINDER PVT LTD,2015,0
LMV,M/S HOVEL CYLINDER PVT LTD,2015,0
3W,M/S JASRAJ AUTO AGENCY,2015,0
LMV,"M/S PATEL & SONS ENGINEERING WORKS,SAMBALPUR",2015,0
3W,M/S SHRIRAM AUTO TECH PVT LTD,2015,0
LMV,M/S SHRIRAM AUTO TECH PVT LTD,2015,0
3W,M/S SRISHTI AUTOMOBILES,2015,0
3W,"M/S SUBHAM ENGINEERING WORKSHOP, BALIAPAL, BALASORE",2015,0
3W,M/S TRISHIKA INDUSTRIES,2015,0
2W,M/S UNITY MOTOR BODY,2015,0
2W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2015,0
3W,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2015,0
LMV,M/S VISHNU CLEAN ENERGY VEHICLES LLP,2015,0
3W,M/S. DAVE EXIM (P) LTD.,2015,0
2W,M2GO ELECTRIC VEHICLE PVT LTD,2015,0
3W,M2J E VAHAN PVT LTD,2015,0
3W,MAA DURGA ELECTRIC MOTOR VEHICLE PVT LTD,2015,0
3W,MAA KALPANA ENTERPRISE,2015,0
2W,MAA LUXMI E-VEHICLES PVT. LTD.,2015,0
3W,MAA SHAKTI EXIM PVT LTD,2015,23
LMV,MAA SHAKTI EXIM PVT LTD,2015,0
3W,MAC AUTO INDIA,2015,0
LMV,MAC AUTO INDIA,2015,0
2W,MAC INTERNATIONAL (IMPORTER: JHEV MOTORS PVT LTD),2015,0
2W,MAC INTERNATIONAL (IMPORTER:HONESTY),2015,0
3W,MACNEILL ENGG LTD,2015,0
LMV,MACNEILL ENGG LTD,2015,2
LMV,MACNEILL ENGINEERING LIMITED,2015,0
LMV,MAHALINGA ENGG. INDUSTRIES  ,2015,3
2W,MAHARASTRA SCOOTER LIMITED,2015,1
3W,MAHI ENTERPRISES,2015,0
LMV,MAHI ENTERPRISES,2015,0
2W,MAHINDRA & MAHINDRA LIMITED,2015,4
3W,MAHINDRA & MAHINDRA LIMITED,2015,2
LMV,MAHINDRA & MAHINDRA LIMITED,2015,254
LMV,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),2015,0
3W,MAHINDRA & MAHINDRA LIMITED (TRACTOR),2015,0
2W,MAHINDRA ELECTRIC MOBILITY LIMITED,2015,0
3W,MAHINDRA ELECTRIC MOBILITY LIMITED,2015,0
LMV,MAHINDRA ELECTRIC MOBILITY LIMITED,2015,462
3W,MAHINDRA GUJARAT TRACTOR LIMITED,2015,0
3W,MAHINDRA LAST MILE MOBILITY LTD,2015,0
LMV,MAHINDRA LAST MILE MOBILITY LTD,2015,0
3W,MAHINDRA NAVISTAR  AUTOMOTIVES LTD,2015,0
3W,MAHINDRA NISSAN ALLWYN LTD.,2015,0
LMV,MAHINDRA RENAULT PVT.LTD.,2015,2
2W,MAHINDRA TWO WHEELERS LTD,2015,5
LMV,MAHINDRA TWO WHEELERS LTD,2015,0
LMV,MAHINDRA VEHICLE MANUFACTURER LIMITED,2015,1
3W,MAHTAB BODY MAKER,2015,0
3W,MALAK TECHNO PVT LTD,2015,0
3W,MALHOTRA  VEHICLE MANUFACTURING PVT LTD,2015,0
3W,MALI ENTERPRISES PVT LTD,2015,0
3W,MAN TRUCKS INDIA PVT. LTD.,2015,0
3W,MANIRAM ELECTRIC VEHICLE PVT LTD,2015,0
3W,MANISH EV INTERNATIONAL PRIVATE LIMITED,2015,0
3W,MANITA CITY MOTORS LLP,2015,0
LMV,MANITA CITY MOTORS LLP,2015,0
3W,MANMOHAN KAUR,2015,0
3W,MARINE NAVAIDS & SOLAR AUTO PVT LTD,2015,0
3W,MARKUS,2015,0
2W,MARUTHISAN PVT LTD,2015,0
LMV,MARUTI SUZUKI INDIA LTD,2015,8
2W,MAULIRAJ INDUSTRIES LLP,2015,0
3W,MAXI CAB,2015,1
3W,"MAYUR ENTERPRISES,BARIPADA",2015,0
2W,MECPOWER MOBILITY PVT. LTD.,2015,0
LMV,MEGHA TRAILERS,2015,1
LMV,MERCEDES -BENZ AG,2015,0
LMV,MERCEDES-BENZ INDIA PVT LTD,2015,0
2W,MEW ELECTRICALS LIMITED,2015,0
3W,MG MOTOR INDIA PVT LTD,2015,0
LMV,MG MOTOR INDIA PVT LTD,2015,0
2W,MICROAUTOTECH PVT. LTD.,2015,0
2W,MICROCON I2I PVT LTD,2015,0
3W,MILLENNIAL MOTORS LLP,2015,0
3W,MINI METRO,2015,6
2W,MINI METRO EV L.L.P,2015,0
3W,MINI METRO EV L.L.P,2015,0
LMV,MINI METRO EV L.L.P,2015,0
2W,MIRAKLE 5 AUTOMOBILES PVT LTD,2015,0
3W,MITHU BAJRANG ENG.WORKS,2015,0
3W,MLR AUTO LTD,2015,0
LMV,MLR AUTO LTD,2015,0
2W,MODIKA INTERNATIONAL (IMPORTER: FRANKLIN EV),2015,0
3W,MOHAN GENERAL TRADING COMPANY,2015,0
3W,MOMU AUTOMOTIVE,2015,0
3W,MONDAL TRADING,2015,0
3W,MOTOR & GENERAL SALES LTD.,2015,0
3W,MOTOR & GENERAL SALES PVT LTD,2015,0
LMV,MOTOR & GENERAL SALES PVT LTD,2015,0
LMV,MOTOROYALE KINETIC PRIVATE LIMITED,2015,0
2W,MOTOVOLT MOBILITY PVT LTD,2015,0
3W,MOTRAC MOTORS PVT LTD,2015,0
3W,MOVE STONE SERVICES PVT LTD,2015,0
LMV,MSI INDUSTRIES,2015,2
3W,MULTI DIMENSIONAL SOLUTIONS,2015,0
3W,MUNDE MECHANICAL WORKS,2015,0
LMV,MUTHUR AGRO ENGINEERING WORKS,2015,1
3W,MVM MOTORS PRIVATE LIMITED,2015,0
3W,N0VA AUTOMOTIVE TECHNOLOGIES PVT. LTD,2015,0
3W,NABH MOTORS PVT LTD,2015,0
3W,NAMAH INDUSTRIES PVT LTD,2015,0
3W,NAND ELECTRIC MOTOR VEHICLE PVT LTD,2015,0
3W,NANNHRAY AGIRCULTURE WORKS,2015,0
3W,NANYA AIRCONN PVT LTD,2015,0
3W,NARAINDASS AND SONS,2015,0
3W,NB TURNED  COMPONENTS PVT LTD,2015,0
LMV,NB TURNED  COMPONENTS PVT LTD,2015,0
3W,NBC ENGINEERING PVT LTD,2015,0
2W,NDS ECO MOTORS PVT LTD,2015,0
3W,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2015,0
LMV,NEEDLE EYE PLASTIC INDUSTRIES PVT LTD,2015,0
3W,NEELAM AGRO EQUIP,2015,0
3W,NEELAM CYCLE,2015,0
3W,NEUON MOTORS LLP,2015,0
3W,NEW ARCANA INDIA,2015,9
3W,NEW CHAWLA INDUSTRIES,2015,0
3W,NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT.LTD.,2015,0
LMV,NEW MARTHWADA QUALITY TRAILOR,2015,0
3W,NEWTON INDIA INDUSTRIES PVT LTD,2015,0
2W,NEXZU MOBILITY PVT LTD,2015,0
3W,NEXZU MOBILITY PVT LTD,2015,0
3W,NGAGE IMPEX PVT LTD,2015,0
3W,NGAGE WHEEL PVT LTD,2015,0
3W,NHD MOTORS,2015,0
3W,NIBE MOTORS PVT LTD,2015,0
2W,NIC TEST ACCOUNT-1,2015,0
3W,NIC TEST ACCOUNT-1,2015,51
LMV,NIC TEST ACCOUNT-1,2015,0
3W,NICOLAS INDUSTRIES,2015,0
3W,NIKHIL FURNITURES,2015,0
2W,NINGBO SANJIANG (IMPORTER: VABRO EVTECH),2015,0
3W,NIPUN SANYANTRA PVT LTD,2015,0
3W,NIRMAL UTILITY SERVICES PVT LTD,2015,0
2W,NISIKI TECHNOLOGIES PVT LTD,2015,0
3W,NISSAN MOTOR INDIA PVT LTD,2015,0
LMV,NISSAN MOTOR INDIA PVT LTD,2015,0
3W,NRJ ELECTRIC MOTOR VEHICLES PVT LTD,2015,0
2W,NUMEROS MOTORS PVT LTD,2015,0
2W,OBEN ELECTRIC VEHICLES PVT LTD,2015,0
3W,OCULUS AUTO INDUSTRIES LLP,2015,0
2W,ODYSSE ELECTRIC VEHICLES PVT LTD,2015,0
3W,OGATA MOTORS INDIA PVT LTD,2015,0
3W,OK PLAY INDIA LTD,2015,0
LMV,OK PLAY INDIA LTD,2015,0
2W,OKA MOTOR COMPANY LTD.,2015,0
2W,OKAYA EV PVT LTD,2015,0
2W,OKINAWA AUTOTECH PVT LTD,2015,0
3W,OKINAWA AUTOTECH PVT LTD,2015,0
LMV,OKINAWA AUTOTECH PVT LTD,2015,0
2W,OLA ELECTRIC TECHNOLOGIES PVT LTD,2015,0
LMV,OLECTRA GREENTECH LTD,2015,0
MMV,OLECTRA GREENTECH LTD,2015,0
3W,OLYMPUS INDUSTRIES PVT LTD,2015,0
MMV,OLYMPUS INDUSTRIES PVT LTD,2015,0
2W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2015,0
3W,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,2015,0
3W,OM BALAJI AUTOMOBILES I P LTD,2015,0
3W,OM INDUSTRIES,2015,0
3W,OM PACKAGING,2015,0
3W,OM RAJ AUTOTECH LLP,2015,0
3W,OM. INDUSTRIES,2015,0
3W,OMEGA SALES & AGRO INDUSTRIES,2015,0
3W,OMEGA SEIKI PVT LTD,2015,0
LMV,OMEGA SEIKI PVT LTD,2015,0
2W,OMJAY EV LIMITED,2015,0
2W,ORIGINAL FUEL SYSTEM PVT LTD,2015,0
3W,ORIGINAL FUEL SYSTEM PVT LTD,2015,0
2W,OTHERS,2015,110
3W,OTHERS,2015,1708
LMV,OTHERS,2015,40
MMV,OTHERS,2015,0
2W,OZOTEC AUTOMOBILE PRIVATE LIMITED,2015,0
3W,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2015,0
3W,PACE AGRO PRIVATE LIMITED,2015,0
LMV,PACE AGRO PRIVATE LIMITED,2015,0
3W,PACE AGRO PVT LTD,2015,0
3W,PAL DIESAL PVT LTD,2015,0
3W,PANSEN ENGINEERING INDIA PVT LTD,2015,0
3W,PANTHER ELECTRIC VEHICLES,2015,0
3W,PARAG AGRO,2015,0
3W,PARAS INDUSTRIES,2015,0
LMV,PARAS INDUSTRIES,2015,0
3W,PARI E-VEHICLES,2015,0
3W,PARI METRO E RICKSHAW,2015,0
3W,PARVEEN AUTO,2015,0
3W,PASHUPATI NATH MOTORS PVT LTD,2015,0
3W,PASHUPATI VEHICLE PVT. LTD.,2015,0
3W,PASHUPATI VEHICLES PVT LTD,2015,0
3W,PATS MOTOR CORP,2015,0
LMV,PCA AUTOMOBILES INDIA PVT LTD,2015,0
2W,PIAGGIO VEHICLES PVT LTD,2015,3
3W,PIAGGIO VEHICLES PVT LTD,2015,5
LMV,PIAGGIO VEHICLES PVT LTD,2015,0
3W,PILLING RIG,2015,0
LMV,PINNACLE MOBILITY SOLUTIONS PVT LTD,2015,0
3W,PLAUDIT TECHNO INDIA PVT LTD,2015,0
LMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2015,0
MMV,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,2015,0
LMV,PONMALAR TRAILERS,2015,1
3W,POOSHPAK AUTOMOBILES PVT LTD,2015,0
2W,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),2015,0
3W,PORSCHE AG,2015,0
LMV,PORSCHE AG GERMANY,2015,0
2W,PORWAL ELECTRIC,2015,0
LMV,POWERLAND AGRO TRACTOR VEHICLES PVT LTD,2015,0
3W,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,2015,0
3W,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,2015,0
3W,PRAG MOTORS,2015,0
3W,PRAGYA AUTOMOBILE PVT LTD,2015,0
3W,PRAJAPATI ENG. WORKS,2015,0
3W,PRAJJWAL MAHAJAN TRADERS,2015,0
3W,PRAKASH ENTERPRISES,2015,0
3W,PREET TRACTORS PVT. LTD.,2015,0
3W,PREMIER LTD,2015,0
3W,PRESTANTIA CREATIONS PVT LTD,2015,0
3W,PRIDE E-MOTORS,2015,0
3W,PRIMA PVT LTD,2015,0
3W,PRIYAM INDUSTRIES AND ENGINEERING PVT LTD,2015,0
3W,PUBANG ETRON ELECTRIC MOTOR PVT LTD,2015,0
3W,PUNEET OVERSEAS  INC,2015,0
3W,PUNJAB BODY BUILDERS,2015,0
LMV,PUNJAB TRACTORS LIMITED,2015,0
2W,PUR ENERGY PVT LTD,2015,0
3W,PURVA UDYOG PVT LTD,2015,0
3W,PUSHKAR INDUSTRIES,2015,0
3W,PYTHOX MOTORS PVT LTD,2015,0
2W,QICHENG VEHICLE (IMPORTER: AUTOICARE INNOVATION),2015,0
2W,QOOKEE TECHNOLOGIES (IMPORTER:VIKEBIKE INDIA),2015,0
2W,QUANTUM ENERGY LTD.,2015,0
LMV,QUANTUM ENERGY LTD.,2015,0
LMV,R.N.A.I.P.LTD,2015,1
3W,R3 ENTERPRISES,2015,0
3W,RAAJ AUTOMOTIVE,2015,0
3W,RACCOON MOTORS PVT LTD,2015,0
3W,RACHANACREATIONS AUTO PVT LTD,2015,0
3W,RAFTAAR ELECTRIC GREEN VEHICLES PVT LTD,2015,0
3W,RAHUL AGRO EXPORTS PVT LTD,2015,0
2W,RAJ AUTOMOTIVE,2015,0
3W,RAJ AUTOMOTIVE,2015,0
3W,RAJA ARTS HITECH ENGINEERING,2015,0
3W,RAJESH STEEL AND WIRE INDUSTRIES,2015,0
LMV,RAJESH STEEL AND WIRE INDUSTRIES,2015,0
3W,RAJIV RAJ VEHICLES PVT LTD,2015,0
3W,RAJKAMAL MOTORS LTD,2015,0
3W,RAM JANKI ENG. WORK,2015,0
3W,RAMA INDUSTRIES,2015,0
3W,RAMON INDUSTRIES,2015,0
3W,RANA ENGINEER WORKS,2015,0
3W,RASANDIK ENGINEERING,2015,0
3W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,2015,0
3W,RASANDIK MOTORS PVT LTD,2015,0
3W,RASIWASIA RASAYAN PVT LTD,2015,0
LMV,RATHNA ENGINEERING COMPANY,2015,2
3W,RAVI METAL WORKS,2015,0
3W,RAYON ENGINEERS,2015,0
3W,RCJ AUTO FORGE PVT LTD,2015,0
3W,RD AND CO,2015,0
3W,RDS INDUSTRIES,2015,0
3W,REDDY AUTOMOTIVE PVT LTD,2015,0
3W,REEP INDUSTRIES PVT LTD,2015,0
LMV,REEP INDUSTRIES PVT LTD,2015,0
3W,REFLEX CONTROL SYSTEM PVT,2015,0
3W,REFLEX CONTROL SYSTEM PVT .LTD,2015,0
2W,REGENERATION E BIKES,2015,0
2W,RENAULT INDIA PVT LTD,2015,0
3W,RENAULT INDIA PVT LTD,2015,0
LMV,RENAULT INDIA PVT LTD,2015,2
3W,REPUBLIC MOTORS,2015,0
LMV,REPUBLIC MOTORS,2015,0
3W,REPUBLIC PVT.LTD.,2015,0
LMV,REVA ELECTRIC CAR CO,2015,5
2W,REVOLT INTELLICORP PVT LTD,2015,0
2W,RGM BUSINESS PLUS PVT LTD,2015,0
3W,RIBAND ELECTRIC PVT LTD,2015,0
3W,RICHFORD ALLIANZ PVT LTD,2015,0
2W,RIVER MOBILITY PVT LTD,2015,0
3W,RIYA ENTERPRISE,2015,0
3W,ROANSOME MOTORS,2015,0
3W,ROARLEO MOTOR PVT LTD,2015,0
LMV,ROLLS ROYCE,2015,0
LMV,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),2015,0
LMV,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),2015,0
2W,ROWWET MOBILITY PVT LTD,2015,0
2W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2015,56
3W,ROYAL-ENFIELD (UNIT OF EICHER LTD),2015,0
LMV,ROYAL-ENFIELD (UNIT OF EICHER LTD),2015,1
3W,ROYCE EV PVT LTD,2015,0
3W,RP MOTORS,2015,0
3W,RSD SECURITY SOLUTIONS PVT LTD,2015,38
3W,RUDRA AUTO INDUSTRIES,2015,0
3W,RUTBA PRODUCT PVT LTD,2015,0
3W,S AND J INDUSTRIES,2015,0
3W,S B TRADERS,2015,0
3W,S E ASIA CO,2015,0
LMV,S J TRAILORS,2015,0
